Country,State,State lgd code,Year,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Self-Employed helper in hoursehold enterprise,60.6,60.6,60.6,60.6,1,,60.6,60.6,60.6,60.6,60.6
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Female,"Self-Employed own account worker, employer",19.2,19.2,19.2,19.2,1,,19.2,19.2,19.2,19.2,19.2
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Male,All self employed,68.5,68.5,68.5,68.5,1,,68.5,68.5,68.5,68.5,68.5
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Casual labour,21.8,21.8,21.8,21.8,1,,21.8,21.8,21.8,21.8,21.8
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Regular wage/salary,9.7,9.7,9.7,9.7,1,,9.7,9.7,9.7,9.7,9.7
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Self-Employed helper in hoursehold enterprise,23.0,23.0,23.0,23.0,1,,23.0,23.0,23.0,23.0,23.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Male,"Self-Employed own account worker, employer",45.4,45.4,45.4,45.4,1,,45.4,45.4,45.4,45.4,45.4
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,All self employed,73.0,73.0,73.0,73.0,1,,73.0,73.0,73.0,73.0,73.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Casual labour,20.3,20.3,20.3,20.3,1,,20.3,20.3,20.3,20.3,20.3
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Regular wage/salary,6.7,6.7,6.7,6.7,1,,6.7,6.7,6.7,6.7,6.7
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Self-Employed helper in hoursehold enterprise,38.1,38.1,38.1,38.1,1,,38.1,38.1,38.1,38.1,38.1
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,"Self-Employed own account worker, employer",34.9,34.9,34.9,34.9,1,,34.9,34.9,34.9,34.9,34.9
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,All self employed,76.8,76.8,76.8,76.8,1,,76.8,76.8,76.8,76.8,76.8
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Casual labour,16.6,16.6,16.6,16.6,1,,16.6,16.6,16.6,16.6,16.6
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Regular wage/salary,6.6,6.6,6.6,6.6,1,,6.6,6.6,6.6,6.6,6.6
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,56.2,56.2,56.2,56.2,1,,56.2,56.2,56.2,56.2,56.2
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,"Self-Employed own account worker, employer",20.7,20.7,20.7,20.7,1,,20.7,20.7,20.7,20.7,20.7
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,All self employed,63.0,63.0,63.0,63.0,1,,63.0,63.0,63.0,63.0,63.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Casual labour,19.8,19.8,19.8,19.8,1,,19.8,19.8,19.8,19.8,19.8
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Regular wage/salary,17.2,17.2,17.2,17.2,1,,17.2,17.2,17.2,17.2,17.2
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,19.8,19.8,19.8,19.8,1,,19.8,19.8,19.8,19.8,19.8
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,"Self-Employed own account worker, employer",43.2,43.2,43.2,43.2,1,,43.2,43.2,43.2,43.2,43.2
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,All self employed,68.2,68.2,68.2,68.2,1,,68.2,68.2,68.2,68.2,68.2
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,Casual labour,18.6,18.6,18.6,18.6,1,,18.6,18.6,18.6,18.6,18.6
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,Regular wage/salary,13.2,13.2,13.2,13.2,1,,13.2,13.2,13.2,13.2,13.2
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,33.4,33.4,33.4,33.4,1,,33.4,33.4,33.4,33.4,33.4
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,"Self-Employed own account worker, employer",34.8,34.8,34.8,34.8,1,,34.8,34.8,34.8,34.8,34.8
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Female,All self employed,59.3,59.3,59.3,59.3,1,,59.3,59.3,59.3,59.3,59.3
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Female,Casual labour,8.4,8.4,8.4,8.4,1,,8.4,8.4,8.4,8.4,8.4
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Female,Regular wage/salary,32.3,32.3,32.3,32.3,1,,32.3,32.3,32.3,32.3,32.3
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Female,Self-Employed helper in hoursehold enterprise,30.2,30.2,30.2,30.2,1,,30.2,30.2,30.2,30.2,30.2
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Female,"Self-Employed own account worker, employer",29.1,29.1,29.1,29.1,1,,29.1,29.1,29.1,29.1,29.1
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Male,All self employed,45.0,45.0,45.0,45.0,1,,45.0,45.0,45.0,45.0,45.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Casual labour,13.3,13.3,13.3,13.3,1,,13.3,13.3,13.3,13.3,13.3
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Regular wage/salary,41.7,41.7,41.7,41.7,1,,41.7,41.7,41.7,41.7,41.7
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Self-Employed helper in hoursehold enterprise,9.0,9.0,9.0,9.0,1,,9.0,9.0,9.0,9.0,9.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Male,"Self-Employed own account worker, employer",36.0,36.0,36.0,36.0,1,,36.0,36.0,36.0,36.0,36.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,All self employed,48.9,48.9,48.9,48.9,1,,48.9,48.9,48.9,48.9,48.9
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Casual labour,12.0,12.0,12.0,12.0,1,,12.0,12.0,12.0,12.0,12.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Regular wage/salary,39.2,39.2,39.2,39.2,1,,39.2,39.2,39.2,39.2,39.2
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Self-Employed helper in hoursehold enterprise,14.7,14.7,14.7,14.7,1,,14.7,14.7,14.7,14.7,14.7
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,"Self-Employed own account worker, employer",34.1,34.1,34.1,34.1,1,,34.1,34.1,34.1,34.1,34.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Female,All self employed,64.7,64.7,64.7,64.7,1,,64.7,64.7,64.7,64.7,64.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Casual labour,26.0,26.0,26.0,26.0,1,,26.0,26.0,26.0,26.0,26.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Regular wage/salary,9.4,9.4,9.4,9.4,1,,9.4,9.4,9.4,9.4,9.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Self-Employed helper in hoursehold enterprise,32.2,32.2,32.2,32.2,1,,32.2,32.2,32.2,32.2,32.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Female,"Self-Employed own account worker, employer",32.5,32.5,32.5,32.5,1,,32.5,32.5,32.5,32.5,32.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Male,All self employed,62.6,62.6,62.6,62.6,1,,62.6,62.6,62.6,62.6,62.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Casual labour,21.1,21.1,21.1,21.1,1,,21.1,21.1,21.1,21.1,21.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Regular wage/salary,16.3,16.3,16.3,16.3,1,,16.3,16.3,16.3,16.3,16.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Self-Employed helper in hoursehold enterprise,14.9,14.9,14.9,14.9,1,,14.9,14.9,14.9,14.9,14.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Male,"Self-Employed own account worker, employer",47.7,47.7,47.7,47.7,1,,47.7,47.7,47.7,47.7,47.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,All self employed,63.0,63.0,63.0,63.0,1,,63.0,63.0,63.0,63.0,63.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Casual labour,22.1,22.1,22.1,22.1,1,,22.1,22.1,22.1,22.1,22.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Regular wage/salary,14.8,14.8,14.8,14.8,1,,14.8,14.8,14.8,14.8,14.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Self-Employed helper in hoursehold enterprise,18.5,18.5,18.5,18.5,1,,18.5,18.5,18.5,18.5,18.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,"Self-Employed own account worker, employer",44.5,44.5,44.5,44.5,1,,44.5,44.5,44.5,44.5,44.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,All self employed,54.9,54.9,54.9,54.9,1,,54.9,54.9,54.9,54.9,54.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Casual labour,22.1,22.1,22.1,22.1,1,,22.1,22.1,22.1,22.1,22.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Regular wage/salary,23.1,23.1,23.1,23.1,1,,23.1,23.1,23.1,23.1,23.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,24.6,24.6,24.6,24.6,1,,24.6,24.6,24.6,24.6,24.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,"Self-Employed own account worker, employer",30.2,30.2,30.2,30.2,1,,30.2,30.2,30.2,30.2,30.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,All self employed,54.7,54.7,54.7,54.7,1,,54.7,54.7,54.7,54.7,54.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Casual labour,15.5,15.5,15.5,15.5,1,,15.5,15.5,15.5,15.5,15.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Regular wage/salary,29.9,29.9,29.9,29.9,1,,29.9,29.9,29.9,29.9,29.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,11.5,11.5,11.5,11.5,1,,11.5,11.5,11.5,11.5,11.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,"Self-Employed own account worker, employer",43.2,43.2,43.2,43.2,1,,43.2,43.2,43.2,43.2,43.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,All self employed,54.7,54.7,54.7,54.7,1,,54.7,54.7,54.7,54.7,54.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Casual labour,16.7,16.7,16.7,16.7,1,,16.7,16.7,16.7,16.7,16.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Regular wage/salary,28.5,28.5,28.5,28.5,1,,28.5,28.5,28.5,28.5,28.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,14.0,14.0,14.0,14.0,1,,14.0,14.0,14.0,14.0,14.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,"Self-Employed own account worker, employer",40.7,40.7,40.7,40.7,1,,40.7,40.7,40.7,40.7,40.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Female,All self employed,35.8,35.8,35.8,35.8,1,,35.8,35.8,35.8,35.8,35.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Casual labour,14.6,14.6,14.6,14.6,1,,14.6,14.6,14.6,14.6,14.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Regular wage/salary,49.7,49.7,49.7,49.7,1,,49.7,49.7,49.7,49.7,49.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Self-Employed helper in hoursehold enterprise,9.9,9.9,9.9,9.9,1,,9.9,9.9,9.9,9.9,9.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Female,"Self-Employed own account worker, employer",25.9,25.9,25.9,25.9,1,,25.9,25.9,25.9,25.9,25.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Male,All self employed,43.1,43.1,43.1,43.1,1,,43.1,43.1,43.1,43.1,43.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Casual labour,7.2,7.2,7.2,7.2,1,,7.2,7.2,7.2,7.2,7.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Regular wage/salary,49.6,49.6,49.6,49.6,1,,49.6,49.6,49.6,49.6,49.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Self-Employed helper in hoursehold enterprise,6.6,6.6,6.6,6.6,1,,6.6,6.6,6.6,6.6,6.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Male,"Self-Employed own account worker, employer",36.5,36.5,36.5,36.5,1,,36.5,36.5,36.5,36.5,36.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,All self employed,41.9,41.9,41.9,41.9,1,,41.9,41.9,41.9,41.9,41.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Casual labour,8.5,8.5,8.5,8.5,1,,8.5,8.5,8.5,8.5,8.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Regular wage/salary,49.6,49.6,49.6,49.6,1,,49.6,49.6,49.6,49.6,49.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Self-Employed helper in hoursehold enterprise,7.1,7.1,7.1,7.1,1,,7.1,7.1,7.1,7.1,7.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,"Self-Employed own account worker, employer",34.8,34.8,34.8,34.8,1,,34.8,34.8,34.8,34.8,34.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Female,All self employed,65.0,65.0,65.0,65.0,1,,65.0,65.0,65.0,65.0,65.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Casual labour,24.3,24.3,24.3,24.3,1,,24.3,24.3,24.3,24.3,24.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Regular wage/salary,10.7,10.7,10.7,10.7,1,,10.7,10.7,10.7,10.7,10.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Self-Employed helper in hoursehold enterprise,36.1,36.1,36.1,36.1,1,,36.1,36.1,36.1,36.1,36.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Female,"Self-Employed own account worker, employer",28.9,28.9,28.9,28.9,1,,28.9,28.9,28.9,28.9,28.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Male,All self employed,62.3,62.3,62.3,62.3,1,,62.3,62.3,62.3,62.3,62.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Casual labour,20.2,20.2,20.2,20.2,1,,20.2,20.2,20.2,20.2,20.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Regular wage/salary,17.5,17.5,17.5,17.5,1,,17.5,17.5,17.5,17.5,17.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Self-Employed helper in hoursehold enterprise,14.2,14.2,14.2,14.2,1,,14.2,14.2,14.2,14.2,14.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Male,"Self-Employed own account worker, employer",48.2,48.2,48.2,48.2,1,,48.2,48.2,48.2,48.2,48.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,All self employed,63.0,63.0,63.0,63.0,1,,63.0,63.0,63.0,63.0,63.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Casual labour,21.1,21.1,21.1,21.1,1,,21.1,21.1,21.1,21.1,21.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Regular wage/salary,15.9,15.9,15.9,15.9,1,,15.9,15.9,15.9,15.9,15.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Self-Employed helper in hoursehold enterprise,19.3,19.3,19.3,19.3,1,,19.3,19.3,19.3,19.3,19.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,"Self-Employed own account worker, employer",43.7,43.7,43.7,43.7,1,,43.7,43.7,43.7,43.7,43.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,All self employed,56.7,56.7,56.7,56.7,1,,56.7,56.7,56.7,56.7,56.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Casual labour,19.9,19.9,19.9,19.9,1,,19.9,19.9,19.9,19.9,19.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Regular wage/salary,23.4,23.4,23.4,23.4,1,,23.4,23.4,23.4,23.4,23.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,27.6,27.6,27.6,27.6,1,,27.6,27.6,27.6,27.6,27.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,"Self-Employed own account worker, employer",29.1,29.1,29.1,29.1,1,,29.1,29.1,29.1,29.1,29.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,All self employed,53.0,53.0,53.0,53.0,1,,53.0,53.0,53.0,53.0,53.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Casual labour,13.7,13.7,13.7,13.7,1,,13.7,13.7,13.7,13.7,13.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Regular wage/salary,33.3,33.3,33.3,33.3,1,,33.3,33.3,33.3,33.3,33.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,10.5,10.5,10.5,10.5,1,,10.5,10.5,10.5,10.5,10.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,"Self-Employed own account worker, employer",42.5,42.5,42.5,42.5,1,,42.5,42.5,42.5,42.5,42.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,All self employed,53.8,53.8,53.8,53.8,1,,53.8,53.8,53.8,53.8,53.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Casual labour,15.0,15.0,15.0,15.0,1,,15.0,15.0,15.0,15.0,15.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Regular wage/salary,31.2,31.2,31.2,31.2,1,,31.2,31.2,31.2,31.2,31.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,14.0,14.0,14.0,14.0,1,,14.0,14.0,14.0,14.0,14.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,"Self-Employed own account worker, employer",39.8,39.8,39.8,39.8,1,,39.8,39.8,39.8,39.8,39.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Female,All self employed,40.1,40.1,40.1,40.1,1,,40.1,40.1,40.1,40.1,40.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Casual labour,10.9,10.9,10.9,10.9,1,,10.9,10.9,10.9,10.9,10.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Regular wage/salary,48.9,48.9,48.9,48.9,1,,48.9,48.9,48.9,48.9,48.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Self-Employed helper in hoursehold enterprise,10.4,10.4,10.4,10.4,1,,10.4,10.4,10.4,10.4,10.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Female,"Self-Employed own account worker, employer",29.7,29.7,29.7,29.7,1,,29.7,29.7,29.7,29.7,29.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Male,All self employed,40.4,40.4,40.4,40.4,1,,40.4,40.4,40.4,40.4,40.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Casual labour,5.1,5.1,5.1,5.1,1,,5.1,5.1,5.1,5.1,5.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Regular wage/salary,54.5,54.5,54.5,54.5,1,,54.5,54.5,54.5,54.5,54.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Self-Employed helper in hoursehold enterprise,5.5,5.5,5.5,5.5,1,,5.5,5.5,5.5,5.5,5.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Male,"Self-Employed own account worker, employer",35.0,35.0,35.0,35.0,1,,35.0,35.0,35.0,35.0,35.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,All self employed,40.4,40.4,40.4,40.4,1,,40.4,40.4,40.4,40.4,40.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Casual labour,6.1,6.1,6.1,6.1,1,,6.1,6.1,6.1,6.1,6.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Regular wage/salary,53.6,53.6,53.6,53.6,1,,53.6,53.6,53.6,53.6,53.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Self-Employed helper in hoursehold enterprise,6.3,6.3,6.3,6.3,1,,6.3,6.3,6.3,6.3,6.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,"Self-Employed own account worker, employer",34.1,34.1,34.1,34.1,1,,34.1,34.1,34.1,34.1,34.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Female,All self employed,67.3,67.3,67.3,67.3,1,,67.3,67.3,67.3,67.3,67.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Casual labour,25.0,25.0,25.0,25.0,1,,25.0,25.0,25.0,25.0,25.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Regular wage/salary,7.6,7.6,7.6,7.6,1,,7.6,7.6,7.6,7.6,7.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Self-Employed helper in hoursehold enterprise,40.8,40.8,40.8,40.8,1,,40.8,40.8,40.8,40.8,40.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Female,"Self-Employed own account worker, employer",26.5,26.5,26.5,26.5,1,,26.5,26.5,26.5,26.5,26.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Male,All self employed,59.2,59.2,59.2,59.2,1,,59.2,59.2,59.2,59.2,59.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Casual labour,23.7,23.7,23.7,23.7,1,,23.7,23.7,23.7,23.7,23.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Regular wage/salary,17.2,17.2,17.2,17.2,1,,17.2,17.2,17.2,17.2,17.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Self-Employed helper in hoursehold enterprise,13.4,13.4,13.4,13.4,1,,13.4,13.4,13.4,13.4,13.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Male,"Self-Employed own account worker, employer",45.7,45.7,45.7,45.7,1,,45.7,45.7,45.7,45.7,45.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,All self employed,61.8,61.8,61.8,61.8,1,,61.8,61.8,61.8,61.8,61.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Casual labour,24.1,24.1,24.1,24.1,1,,24.1,24.1,24.1,24.1,24.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Regular wage/salary,14.1,14.1,14.1,14.1,1,,14.1,14.1,14.1,14.1,14.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Self-Employed helper in hoursehold enterprise,22.3,22.3,22.3,22.3,1,,22.3,22.3,22.3,22.3,22.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,"Self-Employed own account worker, employer",39.5,39.5,39.5,39.5,1,,39.5,39.5,39.5,39.5,39.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,All self employed,60.5,60.5,60.5,60.5,1,,60.5,60.5,60.5,60.5,60.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Casual labour,20.7,20.7,20.7,20.7,1,,20.7,20.7,20.7,20.7,20.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Regular wage/salary,18.8,18.8,18.8,18.8,1,,18.8,18.8,18.8,18.8,18.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,32.6,32.6,32.6,32.6,1,,32.6,32.6,32.6,32.6,32.6
