Country,State,State lgd code,Year,Gender,Age group,Type of area,Labour Force Participation Rate (LFPR)_avg,Labour Force Participation Rate (LFPR)_max,Labour Force Participation Rate (LFPR)_min,Labour Force Participation Rate (LFPR)_sum,Labour Force Participation Rate (LFPR)_count,Labour Force Participation Rate (LFPR)_stddev,Labour Force Participation Rate (LFPR)_LandAreaWeight,Labour Force Participation Rate (LFPR)_TotalPopulationWeight,Labour Force Participation Rate (LFPR)_NumberOfHouseholdsWeight,Labour Force Participation Rate (LFPR)_TotalPopulationMaleWeight,Labour Force Participation Rate (LFPR)_TotalPopulationFemaleWeight
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",female,15-59,rural + urban,57.5,57.5,57.5,57.5,1,,,57.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",female,15-59,urban,29.5,29.5,29.5,29.5,1,,,29.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",female,15 years and above,rural,60.5,60.5,60.5,60.5,1,,,60.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",female,15 years and above,rural + urban,53.9,53.9,53.9,53.9,1,,,53.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",female,15 years and above,urban,26.9,26.9,26.9,26.9,1,,,26.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",female,All Ages,rural,46.5,46.5,46.5,46.5,1,,,46.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",female,All Ages,rural + urban,41.6,41.6,41.6,41.6,1,,,41.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,15-29,rural,60.5,60.5,60.5,60.5,1,,,60.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,15-29,rural + urban,59.5,59.5,59.5,59.5,1,,,59.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,15-29,urban,54.7,54.7,54.7,54.7,1,,,54.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,15-59,rural,80.6,80.6,80.6,80.6,1,,,80.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,15-59,rural + urban,80.2,80.2,80.2,80.2,1,,,80.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,15-59,urban,78.8,78.8,78.8,78.8,1,,,78.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,15 years and above,rural,76.6,76.6,76.6,76.6,1,,,76.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,15 years and above,rural + urban,76.2,76.2,76.2,76.2,1,,,76.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,15 years and above,urban,74.5,74.5,74.5,74.5,1,,,74.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,All Ages,rural,57.6,57.6,57.6,57.6,1,,,57.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,All Ages,rural + urban,57.3,57.3,57.3,57.3,1,,,57.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",male,All Ages,urban,56.0,56.0,56.0,56.0,1,,,56.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,15-29,rural,51.7,51.7,51.7,51.7,1,,51.7,51.7,51.7,51.7,51.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,15-29,rural + urban,49.0,49.0,49.0,49.0,1,,49.0,49.0,49.0,49.0,49.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,15-29,urban,37.0,37.0,37.0,37.0,1,,37.0,37.0,37.0,37.0,37.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,15-59,rural,72.5,72.5,72.5,72.5,1,,72.5,72.5,72.5,72.5,72.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,15-59,rural + urban,68.9,68.9,68.9,68.9,1,,68.9,68.9,68.9,68.9,68.9
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,15-59,urban,54.0,54.0,54.0,54.0,1,,54.0,54.0,54.0,54.0,54.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,15 years and above,rural,68.6,68.6,68.6,68.6,1,,68.6,68.6,68.6,68.6,68.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,15 years and above,rural + urban,65.2,65.2,65.2,65.2,1,,65.2,65.2,65.2,65.2,65.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,15 years and above,urban,50.7,50.7,50.7,50.7,1,,50.7,50.7,50.7,50.7,50.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,All Ages,rural,52.2,52.2,52.2,52.2,1,,52.2,52.2,52.2,52.2,52.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,All Ages,rural + urban,49.6,49.6,49.6,49.6,1,,49.6,49.6,49.6,49.6,49.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",person,All Ages,urban,39.0,39.0,39.0,39.0,1,,39.0,39.0,39.0,39.0,39.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,15-29,rural,38.6,38.6,38.6,38.6,1,,,38.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,15-29,rural + urban,36.5,36.5,36.5,36.5,1,,,36.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,15-29,urban,25.9,25.9,25.9,25.9,1,,,25.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,15-59,rural,60.2,60.2,60.2,60.2,1,,,60.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,15-59,rural + urban,55.6,55.6,55.6,55.6,1,,,55.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,15-59,urban,36.1,36.1,36.1,36.1,1,,,36.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,15 years and above,rural,55.8,55.8,55.8,55.8,1,,,55.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,15 years and above,rural + urban,51.6,51.6,51.6,51.6,1,,,51.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,15 years and above,urban,33.3,33.3,33.3,33.3,1,,,33.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,All Ages,rural,42.2,42.2,42.2,42.2,1,,,42.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,All Ages,rural + urban,39.2,39.2,39.2,39.2,1,,,39.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",female,All Ages,urban,25.8,25.8,25.8,25.8,1,,,25.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,15-29,rural,68.0,68.0,68.0,68.0,1,,,68.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,15-29,rural + urban,67.3,67.3,67.3,67.3,1,,,67.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,15-29,urban,64.7,64.7,64.7,64.7,1,,,64.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,15-59,rural,85.6,85.6,85.6,85.6,1,,,85.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,15-59,rural + urban,85.2,85.2,85.2,85.2,1,,,85.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,15-59,urban,83.7,83.7,83.7,83.7,1,,,83.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,15 years and above,rural,82.4,82.4,82.4,82.4,1,,,82.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,15 years and above,rural + urban,81.9,81.9,81.9,81.9,1,,,81.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,15 years and above,urban,79.5,79.5,79.5,79.5,1,,,79.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,All Ages,rural,60.4,60.4,60.4,60.4,1,,,60.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,All Ages,rural + urban,60.5,60.5,60.5,60.5,1,,,60.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",male,All Ages,urban,61.3,61.3,61.3,61.3,1,,,61.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,15-29,rural,52.5,52.5,52.5,52.5,1,,52.5,52.5,52.5,52.5,52.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,15-29,rural + urban,51.4,51.4,51.4,51.4,1,,51.4,51.4,51.4,51.4,51.4
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,15-29,urban,46.2,46.2,46.2,46.2,1,,46.2,46.2,46.2,46.2,46.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,15-59,rural,72.7,72.7,72.7,72.7,1,,72.7,72.7,72.7,72.7,72.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,15-59,rural + urban,70.3,70.3,70.3,70.3,1,,70.3,70.3,70.3,70.3,70.3
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,15-59,urban,60.1,60.1,60.1,60.1,1,,60.1,60.1,60.1,60.1,60.1
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,15 years and above,rural,68.8,68.8,68.8,68.8,1,,68.8,68.8,68.8,68.8,68.8
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,15 years and above,rural + urban,66.5,66.5,66.5,66.5,1,,66.5,66.5,66.5,66.5,66.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,15 years and above,urban,56.5,56.5,56.5,56.5,1,,56.5,56.5,56.5,56.5,56.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,All Ages,rural,51.2,51.2,51.2,51.2,1,,51.2,51.2,51.2,51.2,51.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,All Ages,rural + urban,49.8,49.8,49.8,49.8,1,,49.8,49.8,49.8,49.8,49.8
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",person,All Ages,urban,43.6,43.6,43.6,43.6,1,,43.6,43.6,43.6,43.6,43.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,15-29,rural,50.8,50.8,50.8,50.8,1,,,50.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,15-29,rural + urban,45.9,45.9,45.9,45.9,1,,,45.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,15-29,urban,27.0,27.0,27.0,27.0,1,,,27.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,15-59,rural,71.1,71.1,71.1,71.1,1,,,71.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,15-59,rural + urban,64.1,64.1,64.1,64.1,1,,,64.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,15-59,urban,37.0,37.0,37.0,37.0,1,,,37.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,15 years and above,rural,66.4,66.4,66.4,66.4,1,,,66.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,15 years and above,rural + urban,59.8,59.8,59.8,59.8,1,,,59.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,15 years and above,urban,34.4,34.4,34.4,34.4,1,,,34.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,All Ages,rural,48.9,48.9,48.9,48.9,1,,,48.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,All Ages,rural + urban,44.9,44.9,44.9,44.9,1,,,44.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",female,All Ages,urban,27.9,27.9,27.9,27.9,1,,,27.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,15-29,rural,74.8,74.8,74.8,74.8,1,,,74.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,15-29,rural + urban,72.8,72.8,72.8,72.8,1,,,72.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,15-29,urban,64.3,64.3,64.3,64.3,1,,,64.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,15-59,rural,87.6,87.6,87.6,87.6,1,,,87.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,15-59,rural + urban,86.8,86.8,86.8,86.8,1,,,86.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,15-59,urban,83.1,83.1,83.1,83.1,1,,,83.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,15 years and above,rural,84.7,84.7,84.7,84.7,1,,,84.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,15 years and above,rural + urban,83.5,83.5,83.5,83.5,1,,,83.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,15 years and above,urban,78.3,78.3,78.3,78.3,1,,,78.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,All Ages,rural,62.7,62.7,62.7,62.7,1,,,62.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,All Ages,rural + urban,62.6,62.6,62.6,62.6,1,,,62.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",male,All Ages,urban,62.0,62.0,62.0,62.0,1,,,62.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,15-29,rural,63.4,63.4,63.4,63.4,1,,63.4,63.4,63.4,63.4,63.4
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,15-29,rural + urban,59.8,59.8,59.8,59.8,1,,59.8,59.8,59.8,59.8,59.8
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,15-29,urban,45.2,45.2,45.2,45.2,1,,45.2,45.2,45.2,45.2,45.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,15-59,rural,79.6,79.6,79.6,79.6,1,,79.6,79.6,79.6,79.6,79.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,15-59,rural + urban,75.6,75.6,75.6,75.6,1,,75.6,75.6,75.6,75.6,75.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,15-59,urban,59.5,59.5,59.5,59.5,1,,59.5,59.5,59.5,59.5,59.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,15 years and above,rural,75.8,75.8,75.8,75.8,1,,75.8,75.8,75.8,75.8,75.8
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,15 years and above,rural + urban,71.8,71.8,71.8,71.8,1,,71.8,71.8,71.8,71.8,71.8
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,15 years and above,urban,56.0,56.0,56.0,56.0,1,,56.0,56.0,56.0,56.0,56.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,All Ages,rural,55.9,55.9,55.9,55.9,1,,55.9,55.9,55.9,55.9,55.9
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,All Ages,rural + urban,53.9,53.9,53.9,53.9,1,,53.9,53.9,53.9,53.9,53.9
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2022",person,All Ages,urban,44.9,44.9,44.9,44.9,1,,44.9,44.9,44.9,44.9,44.9
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,15-29,rural,55.1,55.1,55.1,55.1,1,,,55.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,15-29,rural + urban,50.6,50.6,50.6,50.6,1,,,50.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,15-29,urban,32.3,32.3,32.3,32.3,1,,,32.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,15-59,rural,70.5,70.5,70.5,70.5,1,,,70.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,15-59,rural + urban,63.6,63.6,63.6,63.6,1,,,63.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,15-59,urban,36.8,36.8,36.8,36.8,1,,,36.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,15 years and above,rural,65.9,65.9,65.9,65.9,1,,,65.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,15 years and above,rural + urban,59.5,59.5,59.5,59.5,1,,,59.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,15 years and above,urban,34.0,34.0,34.0,34.0,1,,,34.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,All Ages,rural,50.4,50.4,50.4,50.4,1,,,50.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,All Ages,rural + urban,46.1,46.1,46.1,46.1,1,,,46.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",female,All Ages,urban,27.9,27.9,27.9,27.9,1,,,27.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,15-29,rural,74.5,74.5,74.5,74.5,1,,,74.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,15-29,rural + urban,71.9,71.9,71.9,71.9,1,,,71.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,15-29,urban,60.9,60.9,60.9,60.9,1,,,60.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,15-59,rural,87.7,87.7,87.7,87.7,1,,,87.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,15-59,rural + urban,86.7,86.7,86.7,86.7,1,,,86.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,15-59,urban,82.8,82.8,82.8,82.8,1,,,82.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,15 years and above,rural,84.6,84.6,84.6,84.6,1,,,84.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,15 years and above,rural + urban,83.4,83.4,83.4,83.4,1,,,83.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,15 years and above,urban,78.8,78.8,78.8,78.8,1,,,78.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,All Ages,rural,65.2,65.2,65.2,65.2,1,,,65.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,All Ages,rural + urban,64.9,64.9,64.9,64.9,1,,,64.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",male,All Ages,urban,63.6,63.6,63.6,63.6,1,,,63.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,15-29,rural,65.2,65.2,65.2,65.2,1,,65.2,65.2,65.2,65.2,65.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,15-29,rural + urban,61.7,61.7,61.7,61.7,1,,61.7,61.7,61.7,61.7,61.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,15-29,urban,46.7,46.7,46.7,46.7,1,,46.7,46.7,46.7,46.7,46.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,15-59,rural,79.2,79.2,79.2,79.2,1,,79.2,79.2,79.2,79.2,79.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,15-59,rural + urban,75.3,75.3,75.3,75.3,1,,75.3,75.3,75.3,75.3,75.3
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,15-59,urban,60.6,60.6,60.6,60.6,1,,60.6,60.6,60.6,60.6,60.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,15 years and above,rural,75.2,75.2,75.2,75.2,1,,75.2,75.2,75.2,75.2,75.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,15 years and above,rural + urban,71.5,71.5,71.5,71.5,1,,71.5,71.5,71.5,71.5,71.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,15 years and above,urban,57.0,57.0,57.0,57.0,1,,57.0,57.0,57.0,57.0,57.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,All Ages,rural,57.8,57.8,57.8,57.8,1,,57.8,57.8,57.8,57.8,57.8
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,All Ages,rural + urban,55.5,55.5,55.5,55.5,1,,55.5,55.5,55.5,55.5,55.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2023",person,All Ages,urban,46.4,46.4,46.4,46.4,1,,46.4,46.4,46.4,46.4,46.4
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,15-29,rural,21.9,21.9,21.9,21.9,1,,,21.9,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,15-29,rural + urban,20.4,20.4,20.4,20.4,1,,,20.4,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,15-29,urban,15.9,15.9,15.9,15.9,1,,,15.9,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,15-59,rural,37.7,37.7,37.7,37.7,1,,,37.7,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,15-59,rural + urban,33.9,33.9,33.9,33.9,1,,,33.9,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,15-59,urban,22.3,22.3,22.3,22.3,1,,,22.3,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,15 years and above,rural,35.3,35.3,35.3,35.3,1,,,35.3,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,15 years and above,rural + urban,31.7,31.7,31.7,31.7,1,,,31.7,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,15 years and above,urban,21.0,21.0,21.0,21.0,1,,,21.0,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,All Ages,rural,25.9,25.9,25.9,25.9,1,,,25.9,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,All Ages,rural + urban,23.4,23.4,23.4,23.4,1,,,23.4,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",female,All Ages,urban,15.7,15.7,15.7,15.7,1,,,15.7,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,15-29,rural,67.0,67.0,67.0,67.0,1,,,67.0,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,15-29,rural + urban,65.4,65.4,65.4,65.4,1,,,65.4,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,15-29,urban,60.5,60.5,60.5,60.5,1,,,60.5,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,15-59,rural,83.9,83.9,83.9,83.9,1,,,83.9,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,15-59,rural + urban,83.0,83.0,83.0,83.0,1,,,83.0,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,15-59,urban,80.2,80.2,80.2,80.2,1,,,80.2,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,15 years and above,rural,81.5,81.5,81.5,81.5,1,,,81.5,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,15 years and above,rural + urban,80.0,80.0,80.0,80.0,1,,,80.0,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,15 years and above,urban,75.4,75.4,75.4,75.4,1,,,75.4,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,All Ages,rural,59.0,59.0,59.0,59.0,1,,,59.0,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,All Ages,rural + urban,58.8,58.8,58.8,58.8,1,,,58.8,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",male,All Ages,urban,58.3,58.3,58.3,58.3,1,,,58.3,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,15-29,rural,46.0,46.0,46.0,46.0,1,,46.0,46.0,46.0,46.0,46.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,15-29,rural + urban,44.4,44.4,44.4,44.4,1,,44.4,44.4,44.4,44.4,44.4
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,15-29,urban,39.3,39.3,39.3,39.3,1,,39.3,39.3,39.3,39.3,39.3
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,15-59,rural,61.7,61.7,61.7,61.7,1,,61.7,61.7,61.7,61.7,61.7
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,15-59,rural + urban,59.3,59.3,59.3,59.3,1,,59.3,59.3,59.3,59.3,59.3
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,15-59,urban,52.2,52.2,52.2,52.2,1,,52.2,52.2,52.2,52.2,52.2
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,15 years and above,rural,59.3,59.3,59.3,59.3,1,,59.3,59.3,59.3,59.3,59.3
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,15 years and above,rural + urban,56.7,56.7,56.7,56.7,1,,56.7,56.7,56.7,56.7,56.7
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,15 years and above,urban,49.0,49.0,49.0,49.0,1,,49.0,49.0,49.0,49.0,49.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,All Ages,rural,43.3,43.3,43.3,43.3,1,,43.3,43.3,43.3,43.3,43.3
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,All Ages,rural + urban,41.8,41.8,41.8,41.8,1,,41.8,41.8,41.8,41.8,41.8
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",person,All Ages,urban,37.4,37.4,37.4,37.4,1,,37.4,37.4,37.4,37.4,37.4
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2018",female,15-29,rural,16.8,16.8,16.8,16.8,1,,,16.8,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2018",female,15-29,rural + urban,15.1,15.1,15.1,15.1,1,,,15.1,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2018",female,15-29,urban,10.6,10.6,10.6,10.6,1,,,10.6,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2018",female,15-59,rural,33.7,33.7,33.7,33.7,1,,,33.7,,,
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2018",female,15-59,rural + urban,29.8,29.8,29.8,29.8,1,,,29.8,,,
